Notes	County	County Code	Year	Year Code	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Deaths	Population	Crude Rate
	Larimer County, CO	8069.0	1999.0	1999.0	#Influenza and pneumonia (J09-J18)	GR113-076	50	246884	20.25
	Larimer County, CO	8069.0	1999.0	1999.0	Pneumonia (J12-J18)	GR113-078	48	246884	19.44
	Larimer County, CO	8069.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	82	246884	33.21
	Larimer County, CO	8069.0	1999.0	1999.0	Emphysema (J43)	GR113-084	20	246884	8.10
	Larimer County, CO	8069.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	60	246884	24.30
	Larimer County, CO	8069.0	1999.0	1999.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	246884	Unreliable
	Larimer County, CO	8069.0	1999.0	1999.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	18	246884	Unreliable
	Larimer County, CO	8069.0	2000.0	2000.0	#Influenza and pneumonia (J09-J18)	GR113-076	47	251494	18.69
	Larimer County, CO	8069.0	2000.0	2000.0	Pneumonia (J12-J18)	GR113-078	43	251494	17.10
	Larimer County, CO	8069.0	2000.0	2000.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	83	251494	33.00
	Larimer County, CO	8069.0	2000.0	2000.0	Emphysema (J43)	GR113-084	15	251494	Unreliable
	Larimer County, CO	8069.0	2000.0	2000.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	65	251494	25.85
	Larimer County, CO	8069.0	2000.0	2000.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	12	251494	Unreliable
	Larimer County, CO	8069.0	2001.0	2001.0	#Influenza and pneumonia (J09-J18)	GR113-076	47	260541	18.04
	Larimer County, CO	8069.0	2001.0	2001.0	Pneumonia (J12-J18)	GR113-078	45	260541	17.27
	Larimer County, CO	8069.0	2001.0	2001.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	96	260541	36.85
	Larimer County, CO	8069.0	2001.0	2001.0	Emphysema (J43)	GR113-084	10	260541	Unreliable
	Larimer County, CO	8069.0	2001.0	2001.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	82	260541	31.47
	Larimer County, CO	8069.0	2001.0	2001.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	15	260541	Unreliable
	Larimer County, CO	8069.0	2001.0	2001.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	21	260541	8.06
	Larimer County, CO	8069.0	2002.0	2002.0	#Influenza and pneumonia (J09-J18)	GR113-076	46	265372	17.33
	Larimer County, CO	8069.0	2002.0	2002.0	Pneumonia (J12-J18)	GR113-078	44	265372	16.58
	Larimer County, CO	8069.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	83	265372	31.28
	Larimer County, CO	8069.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	72	265372	27.13
	Larimer County, CO	8069.0	2002.0	2002.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	15	265372	Unreliable
	Larimer County, CO	8069.0	2002.0	2002.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	24	265372	9.04
	Larimer County, CO	8069.0	2003.0	2003.0	#Influenza and pneumonia (J09-J18)	GR113-076	45	268448	16.76
	Larimer County, CO	8069.0	2003.0	2003.0	Pneumonia (J12-J18)	GR113-078	36	268448	13.41
	Larimer County, CO	8069.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	79	268448	29.43
	Larimer County, CO	8069.0	2003.0	2003.0	Emphysema (J43)	GR113-084	11	268448	Unreliable
	Larimer County, CO	8069.0	2003.0	2003.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	65	268448	24.21
	Larimer County, CO	8069.0	2003.0	2003.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	14	268448	Unreliable
	Larimer County, CO	8069.0	2003.0	2003.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	16	268448	Unreliable
	Larimer County, CO	8069.0	2004.0	2004.0	#Influenza and pneumonia (J09-J18)	GR113-076	26	271510	9.58
	Larimer County, CO	8069.0	2004.0	2004.0	Pneumonia (J12-J18)	GR113-078	25	271510	9.21
	Larimer County, CO	8069.0	2004.0	2004.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	80	271510	29.46
	Larimer County, CO	8069.0	2004.0	2004.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	68	271510	25.05
	Larimer County, CO	8069.0	2004.0	2004.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	11	271510	Unreliable
	Larimer County, CO	8069.0	2004.0	2004.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	19	271510	Unreliable
	Larimer County, CO	8069.0	2005.0	2005.0	#Influenza and pneumonia (J09-J18)	GR113-076	31	275116	11.27
	Larimer County, CO	8069.0	2005.0	2005.0	Pneumonia (J12-J18)	GR113-078	28	275116	10.18
	Larimer County, CO	8069.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	70	275116	25.44
	Larimer County, CO	8069.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	61	275116	22.17
	Larimer County, CO	8069.0	2005.0	2005.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	275116	Unreliable
	Larimer County, CO	8069.0	2005.0	2005.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	27	275116	9.81
	Larimer County, CO	8069.0	2006.0	2006.0	#Influenza and pneumonia (J09-J18)	GR113-076	24	280713	8.55
	Larimer County, CO	8069.0	2006.0	2006.0	Pneumonia (J12-J18)	GR113-078	24	280713	8.55
	Larimer County, CO	8069.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	69	280713	24.58
	Larimer County, CO	8069.0	2006.0	2006.0	Emphysema (J43)	GR113-084	11	280713	Unreliable
	Larimer County, CO	8069.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	57	280713	20.31
	Larimer County, CO	8069.0	2006.0	2006.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	16	280713	Unreliable
	Larimer County, CO	8069.0	2007.0	2007.0	#Influenza and pneumonia (J09-J18)	GR113-076	30	286112	10.49
	Larimer County, CO	8069.0	2007.0	2007.0	Pneumonia (J12-J18)	GR113-078	26	286112	9.09
	Larimer County, CO	8069.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	86	286112	30.06
	Larimer County, CO	8069.0	2007.0	2007.0	Emphysema (J43)	GR113-084	11	286112	Unreliable
	Larimer County, CO	8069.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	73	286112	25.51
	Larimer County, CO	8069.0	2007.0	2007.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	15	286112	Unreliable
	Larimer County, CO	8069.0	2007.0	2007.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	26	286112	9.09
	Larimer County, CO	8069.0	2008.0	2008.0	#Influenza and pneumonia (J09-J18)	GR113-076	35	291650	12.00
	Larimer County, CO	8069.0	2008.0	2008.0	Pneumonia (J12-J18)	GR113-078	32	291650	10.97
	Larimer County, CO	8069.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	101	291650	34.63
	Larimer County, CO	8069.0	2008.0	2008.0	Emphysema (J43)	GR113-084	18	291650	Unreliable
	Larimer County, CO	8069.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	82	291650	28.12
	Larimer County, CO	8069.0	2008.0	2008.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	15	291650	Unreliable
	Larimer County, CO	8069.0	2008.0	2008.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	36	291650	12.34
	Larimer County, CO	8069.0	2009.0	2009.0	#Influenza and pneumonia (J09-J18)	GR113-076	35	296696	11.80
	Larimer County, CO	8069.0	2009.0	2009.0	Pneumonia (J12-J18)	GR113-078	33	296696	11.12
	Larimer County, CO	8069.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	80	296696	26.96
	Larimer County, CO	8069.0	2009.0	2009.0	Emphysema (J43)	GR113-084	11	296696	Unreliable
	Larimer County, CO	8069.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	66	296696	22.24
	Larimer County, CO	8069.0	2009.0	2009.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	16	296696	Unreliable
	Larimer County, CO	8069.0	2009.0	2009.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	28	296696	9.44
	Larimer County, CO	8069.0	2010.0	2010.0	#Influenza and pneumonia (J09-J18)	GR113-076	43	299630	14.35
	Larimer County, CO	8069.0	2010.0	2010.0	Pneumonia (J12-J18)	GR113-078	43	299630	14.35
	Larimer County, CO	8069.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	104	299630	34.71
	Larimer County, CO	8069.0	2010.0	2010.0	Emphysema (J43)	GR113-084	11	299630	Unreliable
	Larimer County, CO	8069.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	91	299630	30.37
	Larimer County, CO	8069.0	2010.0	2010.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	17	299630	Unreliable
	Larimer County, CO	8069.0	2010.0	2010.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	37	299630	12.35
	Larimer County, CO	8069.0	2011.0	2011.0	#Influenza and pneumonia (J09-J18)	GR113-076	32	305525	10.47
	Larimer County, CO	8069.0	2011.0	2011.0	Pneumonia (J12-J18)	GR113-078	28	305525	9.16
	Larimer County, CO	8069.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	107	305525	35.02
	Larimer County, CO	8069.0	2011.0	2011.0	Emphysema (J43)	GR113-084	11	305525	Unreliable
	Larimer County, CO	8069.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	93	305525	30.44
	Larimer County, CO	8069.0	2011.0	2011.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	18	305525	Unreliable
	Larimer County, CO	8069.0	2011.0	2011.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	31	305525	10.15
	Larimer County, CO	8069.0	2012.0	2012.0	#Influenza and pneumonia (J09-J18)	GR113-076	32	310487	10.31
	Larimer County, CO	8069.0	2012.0	2012.0	Pneumonia (J12-J18)	GR113-078	30	310487	9.66
	Larimer County, CO	8069.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	99	310487	31.89
	Larimer County, CO	8069.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	85	310487	27.38
	Larimer County, CO	8069.0	2012.0	2012.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	14	310487	Unreliable
	Larimer County, CO	8069.0	2012.0	2012.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	39	310487	12.56
	Larimer County, CO	8069.0	2013.0	2013.0	#Influenza and pneumonia (J09-J18)	GR113-076	35	315988	11.08
	Larimer County, CO	8069.0	2013.0	2013.0	Pneumonia (J12-J18)	GR113-078	31	315988	9.81
	Larimer County, CO	8069.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	91	315988	28.80
	Larimer County, CO	8069.0	2013.0	2013.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	80	315988	25.32
	Larimer County, CO	8069.0	2013.0	2013.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	315988	Unreliable
	Larimer County, CO	8069.0	2013.0	2013.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	38	315988	12.03
	Larimer County, CO	8069.0	2014.0	2014.0	#Influenza and pneumonia (J09-J18)	GR113-076	41	324122	12.65
	Larimer County, CO	8069.0	2014.0	2014.0	Pneumonia (J12-J18)	GR113-078	34	324122	10.49
	Larimer County, CO	8069.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	109	324122	33.63
	Larimer County, CO	8069.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	103	324122	31.78
	Larimer County, CO	8069.0	2014.0	2014.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	14	324122	Unreliable
	Larimer County, CO	8069.0	2014.0	2014.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	35	324122	10.80
	Larimer County, CO	8069.0	2015.0	2015.0	#Influenza and pneumonia (J09-J18)	GR113-076	56	333577	16.79
	Larimer County, CO	8069.0	2015.0	2015.0	Influenza (J09-J11)	GR113-077	10	333577	Unreliable
	Larimer County, CO	8069.0	2015.0	2015.0	Pneumonia (J12-J18)	GR113-078	46	333577	13.79
	Larimer County, CO	8069.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	142	333577	42.57
	Larimer County, CO	8069.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	131	333577	39.27
	Larimer County, CO	8069.0	2015.0	2015.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	20	333577	6.00
	Larimer County, CO	8069.0	2015.0	2015.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	38	333577	11.39
	Larimer County, CO	8069.0	2016.0	2016.0	#Influenza and pneumonia (J09-J18)	GR113-076	39	339993	11.47
	Larimer County, CO	8069.0	2016.0	2016.0	Pneumonia (J12-J18)	GR113-078	39	339993	11.47
	Larimer County, CO	8069.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	121	339993	35.59
	Larimer County, CO	8069.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	113	339993	33.24
	Larimer County, CO	8069.0	2016.0	2016.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	15	339993	Unreliable
	Larimer County, CO	8069.0	2016.0	2016.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	38	339993	11.18
	Larimer County, CO	8069.0	2017.0	2017.0	#Influenza and pneumonia (J09-J18)	GR113-076	36	343976	10.47
	Larimer County, CO	8069.0	2017.0	2017.0	Influenza (J09-J11)	GR113-077	10	343976	Unreliable
	Larimer County, CO	8069.0	2017.0	2017.0	Pneumonia (J12-J18)	GR113-078	26	343976	7.56
	Larimer County, CO	8069.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	144	343976	41.86
	Larimer County, CO	8069.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	130	343976	37.79
	Larimer County, CO	8069.0	2017.0	2017.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	343976	Unreliable
	Larimer County, CO	8069.0	2017.0	2017.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	31	343976	9.01
	Larimer County, CO	8069.0	2018.0	2018.0	#Influenza and pneumonia (J09-J18)	GR113-076	40	350518	11.41
	Larimer County, CO	8069.0	2018.0	2018.0	Influenza (J09-J11)	GR113-077	16	350518	Unreliable
	Larimer County, CO	8069.0	2018.0	2018.0	Pneumonia (J12-J18)	GR113-078	24	350518	6.85
	Larimer County, CO	8069.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	156	350518	44.51
	Larimer County, CO	8069.0	2018.0	2018.0	Emphysema (J43)	GR113-084	15	350518	Unreliable
	Larimer County, CO	8069.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	136	350518	38.80
	Larimer County, CO	8069.0	2018.0	2018.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	16	350518	Unreliable
	Larimer County, CO	8069.0	2018.0	2018.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	37	350518	10.56
	Larimer County, CO	8069.0	2019.0	2019.0	#Influenza and pneumonia (J09-J18)	GR113-076	23	356899	6.44
	Larimer County, CO	8069.0	2019.0	2019.0	Pneumonia (J12-J18)	GR113-078	20	356899	5.60
	Larimer County, CO	8069.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	105	356899	29.42
	Larimer County, CO	8069.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	92	356899	25.78
	Larimer County, CO	8069.0	2019.0	2019.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	14	356899	Unreliable
	Larimer County, CO	8069.0	2019.0	2019.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	37	356899	10.37
	Larimer County, CO	8069.0	2020.0	2020.0	#Influenza and pneumonia (J09-J18)	GR113-076	31	360428	8.60
	Larimer County, CO	8069.0	2020.0	2020.0	Pneumonia (J12-J18)	GR113-078	26	360428	7.21
	Larimer County, CO	8069.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	111	360428	30.80
	Larimer County, CO	8069.0	2020.0	2020.0	Emphysema (J43)	GR113-084	10	360428	Unreliable
	Larimer County, CO	8069.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	99	360428	27.47
	Larimer County, CO	8069.0	2020.0	2020.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	16	360428	Unreliable
	Larimer County, CO	8069.0	2020.0	2020.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	42	360428	11.65
	Las Animas County, CO	8071.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	14960	Unreliable
	Las Animas County, CO	8071.0	2003.0	2003.0	#Influenza and pneumonia (J09-J18)	GR113-076	10	15706	Unreliable
	Las Animas County, CO	8071.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	15734	Unreliable
	Las Animas County, CO	8071.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	15507	Unreliable
	Las Animas County, CO	8071.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	15507	Unreliable
	Las Animas County, CO	8071.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	14945	Unreliable
	Las Animas County, CO	8071.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	14945	Unreliable
	Las Animas County, CO	8071.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	18	14052	Unreliable
	Las Animas County, CO	8071.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	15	14052	Unreliable
	Las Animas County, CO	8071.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	16	14058	Unreliable
	Las Animas County, CO	8071.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	15	14058	Unreliable
	Las Animas County, CO	8071.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	13	14103	Unreliable
	Las Animas County, CO	8071.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	13	14103	Unreliable
	Las Animas County, CO	8071.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	14238	Unreliable
	Las Animas County, CO	8071.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	14	14503	Unreliable
	Las Animas County, CO	8071.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	14503	Unreliable
	Las Animas County, CO	8071.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	24	14420	166.44
	Las Animas County, CO	8071.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	21	14420	145.63
	Logan County, CO	8075.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	20076	Unreliable
	Logan County, CO	8075.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	20076	Unreliable
	Logan County, CO	8075.0	2000.0	2000.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	13	20504	Unreliable
	Logan County, CO	8075.0	2000.0	2000.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	13	20504	Unreliable
	Logan County, CO	8075.0	2001.0	2001.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	19	21459	Unreliable
	Logan County, CO	8075.0	2001.0	2001.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	15	21459	Unreliable
	Logan County, CO	8075.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	16	21548	Unreliable
	Logan County, CO	8075.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	14	21548	Unreliable
	Logan County, CO	8075.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	14	21825	Unreliable
	Logan County, CO	8075.0	2003.0	2003.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	21825	Unreliable
	Logan County, CO	8075.0	2004.0	2004.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	21795	Unreliable
	Logan County, CO	8075.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	20	21694	92.19
	Logan County, CO	8075.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	16	21694	Unreliable
	Logan County, CO	8075.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	14	21911	Unreliable
	Logan County, CO	8075.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	21911	Unreliable
	Logan County, CO	8075.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	13	22128	Unreliable
	Logan County, CO	8075.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	22128	Unreliable
	Logan County, CO	8075.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	15	22451	Unreliable
	Logan County, CO	8075.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	13	22451	Unreliable
	Logan County, CO	8075.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	22709	Unreliable
	Logan County, CO	8075.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	22619	Unreliable
	Logan County, CO	8075.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	16	22631	Unreliable
	Logan County, CO	8075.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	14	22631	Unreliable
	Logan County, CO	8075.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	22450	Unreliable
	Logan County, CO	8075.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	22524	Unreliable
	Logan County, CO	8075.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	19	22036	Unreliable
	Logan County, CO	8075.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	14	22036	Unreliable
	Logan County, CO	8075.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	25	21919	114.06
	Logan County, CO	8075.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	19	21919	Unreliable
	Logan County, CO	8075.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	13	21896	Unreliable
	Logan County, CO	8075.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	21896	Unreliable
	Logan County, CO	8075.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	17	21528	Unreliable
	Logan County, CO	8075.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	15	21528	Unreliable
	Logan County, CO	8075.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	21	22409	93.71
	Logan County, CO	8075.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	18	22409	Unreliable
	Logan County, CO	8075.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	17	21974	Unreliable
	Logan County, CO	8075.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	21974	Unreliable
	Mesa County, CO	8077.0	1999.0	1999.0	#Influenza and pneumonia (J09-J18)	GR113-076	31	114827	27.00
	Mesa County, CO	8077.0	1999.0	1999.0	Pneumonia (J12-J18)	GR113-078	31	114827	27.00
	Mesa County, CO	8077.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	76	114827	66.19
	Mesa County, CO	8077.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	66	114827	57.48
	Mesa County, CO	8077.0	1999.0	1999.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	114827	Unreliable
	Mesa County, CO	8077.0	2000.0	2000.0	#Influenza and pneumonia (J09-J18)	GR113-076	21	116255	18.06
	Mesa County, CO	8077.0	2000.0	2000.0	Pneumonia (J12-J18)	GR113-078	21	116255	18.06
	Mesa County, CO	8077.0	2000.0	2000.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	76	116255	65.37
	Mesa County, CO	8077.0	2000.0	2000.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	68	116255	58.49
	Mesa County, CO	8077.0	2000.0	2000.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	116255	Unreliable
	Mesa County, CO	8077.0	2001.0	2001.0	#Influenza and pneumonia (J09-J18)	GR113-076	23	119496	19.25
	Mesa County, CO	8077.0	2001.0	2001.0	Pneumonia (J12-J18)	GR113-078	23	119496	19.25
	Mesa County, CO	8077.0	2001.0	2001.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	81	119496	67.78
	Mesa County, CO	8077.0	2001.0	2001.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	72	119496	60.25
	Mesa County, CO	8077.0	2001.0	2001.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	11	119496	Unreliable
	Mesa County, CO	8077.0	2001.0	2001.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	22	119496	18.41
	Mesa County, CO	8077.0	2002.0	2002.0	#Influenza and pneumonia (J09-J18)	GR113-076	31	122440	25.32
	Mesa County, CO	8077.0	2002.0	2002.0	Pneumonia (J12-J18)	GR113-078	29	122440	23.69
	Mesa County, CO	8077.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	102	122440	83.31
	Mesa County, CO	8077.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	94	122440	76.77
	Mesa County, CO	8077.0	2002.0	2002.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	15	122440	Unreliable
	Mesa County, CO	8077.0	2002.0	2002.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	15	122440	Unreliable
	Mesa County, CO	8077.0	2003.0	2003.0	#Influenza and pneumonia (J09-J18)	GR113-076	34	124994	27.20
	Mesa County, CO	8077.0	2003.0	2003.0	Pneumonia (J12-J18)	GR113-078	33	124994	26.40
	Mesa County, CO	8077.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	90	124994	72.00
